"daily"
Date,Crop,Stage,AbBiom,OrgBiom/Leaf,OrgBiom/Fruit,Yield,LAI,Precip,Mois_1,Mois_2,Mois_3,Mois_1,Mois_2,Mois_3,SOC_1,SOC_2,SOC_3,Tavg,Globrad
2011-01-20,,0,0,0,0,0,0,2.2083,0.352,0.08,0.08,0.352,0.08,0.08,0.0507,0.0507,0.0507,-12.96,1.554
2011-01-21,,0,0,0,0,0,0,2.2886,0.378,0.08,0.08,0.378,0.08,0.08,0.0507,0.0507,0.0507,-9.2508,1.7483
2011-01-22,,0,0,0,0,0,0,3.6713,0.42,0.08,0.08,0.42,0.08,0.08,0.0507,0.0507,0.0507,-8.9763,1.3844
2011-01-23,,0,0,0,0,0,0,0.3556,0.424,0.08,0.08,0.424,0.08,0.08,0.0507,0.0507,0.0507,-7.9038,2.8458
2011-01-24,,0,0,0,0,0,0,1.1935,0.438,0.08,0.08,0.438,0.08,0.08,0.0507,0.0507,0.0507,-9.6671,2.1109
2011-01-25,,0,0,0,0,0,0,0.22,0.44,0.08,0.08,0.44,0.08,0.08,0.0507,0.0507,0.0507,-9.92,4.1201
2011-01-26,,0,0,0,0,0,0,0.8063,0.45,0.08,0.08,0.45,0.08,0.08,0.0507,0.0507,0.0507,-12.8004,2.2148
2011-01-27,,0,0,0,0,0,0,0.3364,0.453,0.08,0.08,0.453,0.08,0.08,0.0507,0.0507,0.0507,-10.8771,3.2686
2011-01-28,,0,0,0,0,0,0,0.4083,0.458,0.08,0.08,0.458,0.08,0.08,0.0507,0.0507,0.0507,-7.3779,2.8859
2011-01-29,,0,0,0,0,0,0,0.359,0.462,0.08,0.08,0.462,0.08,0.08,0.0507,0.0507,0.0507,-7.4267,3.228
2011-01-30,,0,0,0,0,0,0,0.3937,0.467,0.08,0.08,0.467,0.08,0.08,0.0507,0.0507,0.0507,-8.1508,3.9859
2011-01-31,,0,0,0,0,0,0,0.32,0.47,0.08,0.08,0.47,0.08,0.08,0.0507,0.0507,0.0507,-5.4633,4.0885
2011-02-01,,0,0,0,0,0,0,0.6189,0.477,0.08,0.08,0.477,0.08,0.08,0.0507,0.0507,0.0507,-10.1962,4.0919
2011-02-02,,0,0,0,0,0,0,0.8775,0.487,0.08,0.08,0.487,0.08,0.08,0.0507,0.0507,0.0507,-5.7042,2.8227
2011-02-03,,0,0,0,0,0,0,1.3609,0.503,0.08,0.08,0.503,0.08,0.08,0.0507,0.0507,0.0507,-3.2717,2.3084
2011-02-04,,0,0,0,0,0,0,1.5059,0.52,0.08,0.08,0.52,0.08,0.08,0.0507,0.0507,0.0507,-2.1779,1.5696
2011-02-05,,0,0,0,0,0,0,4.4922,0.531,0.08,0.08,0.531,0.08,0.08,0.0507,0.0507,0.0507,-1.0475,1.1094
2011-02-06,,0,0,0,0,0,0,3.2399,0.538,0.08,0.08,0.538,0.08,0.08,0.0507,0.0507,0.0507,0.5875,3.5316
2011-02-07,,0,0,0,0,0,0,0.5845,0.542,0.08,0.08,0.542,0.08,0.08,0.0507,0.0507,0.0507,-1.1467,5.0093
2011-02-08,,0,0,0,0,0,0,3.4498,0.545,0.08,0.08,0.545,0.08,0.08,0.0507,0.0507,0.0507,-1.11,4.4325
2011-02-09,,0,0,0,0,0,0,1.6206,0.548,0.08,0.08,0.548,0.08,0.08,0.0507,0.0507,0.0507,0.275,2.2784
2011-02-10,,0,0,0,0,0,0,0.6106,0.549,0.08,0.08,0.549,0.08,0.08,0.0507,0.0507,0.0507,-6.75,3.3829
2011-02-11,,0,0,0,0,0,0,0.5357,0.551,0.08,0.08,0.551,0.08,0.08,0.0507,0.0507,0.0507,-12.2179,5.9881
2011-02-12,,0,0,0,0,0,0,4.2774,0.552,0.08,0.08,0.552,0.08,0.08,0.0507,0.0507,0.0507,-9.2954,1.4439
2011-02-13,,0,0,0,0,0,0,3.3239,0.553,0.08,0.08,0.553,0.08,0.08,0.0507,0.0507,0.0507,-11.0879,2.2352
2011-02-14,,0,0,0,0,0,0,1.7062,0.554,0.08,0.08,0.554,0.08,0.08,0.0507,0.0507,0.0507,-12.7171,2.9077
2011-02-15,,0,0,0,0,0,0,0.0929,0.555,0.08,0.08,0.555,0.08,0.08,0.0507,0.0507,0.0507,-17.8508,7.3247
2011-02-16,,0,0,0,0,0,0,0.0883,0.555,0.08,0.08,0.555,0.08,0.08,0.0507,0.0507,0.0507,-20.855,8.3571
2011-02-17,,0,0,0,0,0,0,0.1095,0.556,0.08,0.08,0.556,0.08,0.08,0.0507,0.0507,0.0507,-19.3321,8.039
2011-02-18,,0,0,0,0,0,0,0,0.557,0.08,0.08,0.557,0.08,0.08,0.0507,0.0507,0.0507,-21.5071,9.258
2011-02-19,,0,0,0,0,0,0,0,0.557,0.08,0.08,0.557,0.08,0.08,0.0507,0.0507,0.0507,-23.6971,9.0598
2011-02-20,,0,0,0,0,0,0,0,0.558,0.08,0.08,0.558,0.08,0.08,0.0507,0.0507,0.0507,-21.655,9.5636
2011-02-21,,0,0,0,0,0,0,0.1166,0.558,0.08,0.08,0.558,0.08,0.08,0.0507,0.0507,0.0507,-20.7479,8.7933
2011-02-22,,0,0,0,0,0,0,0,0.558,0.08,0.08,0.558,0.08,0.08,0.0507,0.0507,0.0507,-19.5733,7.0575
2011-02-23,,0,0,0,0,0,0,0,0.559,0.08,0.08,0.559,0.08,0.08,0.0507,0.0507,0.0507,-18.3033,8.6144
2011-02-24,,0,0,0,0,0,0,0,0.559,0.08,0.08,0.559,0.08,0.08,0.0507,0.0507,0.0507,-16.2946,7.0038
2011-02-25,,0,0,0,0,0,0,0,0.559,0.08,0.08,0.559,0.08,0.08,0.0507,0.0507,0.0507,-16.4733,10.727
2011-02-26,,0,0,0,0,0,0,0,0.559,0.08,0.08,0.559,0.08,0.08,0.0507,0.0507,0.0507,-16.8796,10.888
2011-02-27,,0,0,0,0,0,0,0,0.56,0.08,0.08,0.56,0.08,0.08,0.0507,0.0507,0.0507,-14.6446,11.2234
2011-02-28,,0,0,0,0,0,0,0,0.56,0.08,0.08,0.56,0.08,0.08,0.0507,0.0507,0.0507,-15.4771,11.8556
2011-03-01,,0,0,0,0,0,0,0,0.56,0.08,0.08,0.56,0.08,0.08,0.0507,0.0507,0.0507,-15.6188,11.8888
2011-03-02,,0,0,0,0,0,0,0,0.56,0.08,0.08,0.56,0.08,0.08,0.0507,0.0507,0.0507,-16.8379,12.0904
2011-03-03,,0,0,0,0,0,0,0.5617,0.56,0.08,0.08,0.56,0.08,0.08,0.0507,0.0507,0.0507,-10.5342,7.0193
2011-03-04,,0,0,0,0,0,0,0.3971,0.561,0.08,0.08,0.561,0.08,0.08,0.0507,0.0507,0.0507,-5.4588,8.5693
2011-03-05,,0,0,0,0,0,0,1.1214,0.561,0.08,0.08,0.561,0.08,0.08,0.0507,0.0507,0.0507,-2.8113,4.0368
2011-03-06,,0,0,0,0,0,0,0.6893,0.561,0.08,0.08,0.561,0.08,0.08,0.0507,0.0507,0.0507,-3.0679,11.2817
2011-03-07,,0,0,0,0,0,0,0.46,0.561,0.08,0.08,0.561,0.08,0.08,0.0507,0.0507,0.0507,-6.5492,11.0439
2011-03-08,,0,0,0,0,0,0,0,0.561,0.08,0.08,0.561,0.08,0.08,0.0507,0.0507,0.0507,-8.6938,12.5648
2011-03-09,,0,0,0,0,0,0,0,0.561,0.08,0.08,0.561,0.08,0.08,0.0507,0.0507,0.0507,-9.4492,13.7207
2011-03-10,,0,0,0,0,0,0,0,0.561,0.08,0.08,0.561,0.08,0.08,0.0507,0.0507,0.0507,-10.1288,14.0392
2011-03-11,,0,0,0,0,0,0,0,0.562,0.08,0.08,0.562,0.08,0.08,0.0507,0.0507,0.0507,-10.3433,12.3327
2011-03-12,,0,0,0,0,0,0,1.8775,0.562,0.08,0.08,0.562,0.08,0.08,0.0507,0.0507,0.0507,-5.4771,8.3558
2011-03-13,,0,0,0,0,0,0,0,0.562,0.08,0.08,0.562,0.08,0.08,0.0507,0.0507,0.0507,0.5946,13.1263
2011-03-14,,0,0,0,0,0,0,0,0.562,0.08,0.08,0.562,0.08,0.08,0.0507,0.0507,0.0507,2.8196,10.9701
2011-03-15,,0,0,0,0,0,0,0.6876,0.562,0.08,0.08,0.562,0.08,0.08,0.0507,0.0507,0.0507,3.0067,9.8532
2011-03-16,,0,0,0,0,0,0,0.3007,0.562,0.08,0.08,0.562,0.08,0.08,0.0507,0.0507,0.0507,-0.7583,14.0906
2011-03-17,,0,0,0,0,0,0,0.8615,0.562,0.08,0.08,0.562,0.08,0.08,0.0507,0.0507,0.0507,-2.8371,11.436
2011-03-18,,0,0,0,0,0,0,0.4546,0.562,0.08,0.08,0.562,0.08,0.08,0.0507,0.0507,0.0507,-3.7983,12.8825
2011-03-19,,0,0,0,0,0,0,0,0.562,0.08,0.08,0.562,0.08,0.08,0.0507,0.0507,0.0507,-2.4883,12.6993
2011-03-20,,0,0,0,0,0,0,0.3857,0.562,0.08,0.08,0.562,0.08,0.08,0.0507,0.0507,0.0507,-1.9338,12.5314
2011-03-21,,0,0,0,0,0,0,0.6176,0.562,0.08,0.08,0.562,0.08,0.08,0.0507,0.0507,0.0507,-1.0171,9.2423
2011-03-22,,0,0,0,0,0,0,0.1552,0.562,0.08,0.08,0.562,0.08,0.08,0.0507,0.0507,0.0507,-0.59,14.3391
2011-03-23,,0,0,0,0,0,0,0.6169,0.562,0.08,0.08,0.562,0.08,0.08,0.0507,0.0507,0.0507,2.1579,5.2993
2011-03-24,,0,0,0,0,0,0,0.7464,0.562,0.08,0.08,0.562,0.08,0.08,0.0507,0.0507,0.0507,0.2788,10.9721
2011-03-25,,0,0,0,0,0,0,0,0.563,0.08,0.08,0.563,0.08,0.08,0.0507,0.0507,0.0507,-1.5821,16.3761
2011-03-26,,0,0,0,0,0,0,1.7338,0.563,0.08,0.08,0.563,0.08,0.08,0.0507,0.0507,0.0507,-4.4283,7.4559
2011-03-27,,0,0,0,0,0,0,0,0.563,0.08,0.08,0.563,0.08,0.08,0.0507,0.0507,0.0507,-4.8713,17.5658
2011-03-28,,0,0,0,0,0,0,0,0.563,0.08,0.08,0.563,0.08,0.08,0.0507,0.0507,0.0507,-2.0642,18.2794
2011-03-29,,0,0,0,0,0,0,1.1616,0.563,0.08,0.08,0.563,0.08,0.08,0.0507,0.0507,0.0507,0.3304,9.4311
2011-03-30,,0,0,0,0,0,0,0.4812,0.563,0.08,0.08,0.563,0.08,0.08,0.0507,0.0507,0.0507,2.6729,14.1953
2011-03-31,,0,0,0,0,0,0,0,0.563,0.08,0.08,0.563,0.08,0.08,0.0507,0.0507,0.0507,1.28,19.059
2011-04-01,,0,0,0,0,0,0,0.4043,0.563,0.08,0.08,0.563,0.08,0.08,0.0507,0.0507,0.0507,-1.8363,18.7832
2011-04-02,,0,0,0,0,0,0,0.8663,0.563,0.08,0.08,0.563,0.08,0.08,0.0507,0.0507,0.0507,1.9617,17.3671
2011-04-03,,0,0,0,0,0,0,0,0.563,0.08,0.08,0.563,0.08,0.08,0.0507,0.0507,0.0507,2.8038,19.1571
2011-04-04,,0,0,0,0,0,0,0,0.563,0.08,0.08,0.563,0.08,0.08,0.0507,0.0507,0.0507,3.3479,19.2404
2011-04-05,,0,0,0,0,0,0,0.767,0.563,0.08,0.08,0.563,0.08,0.08,0.0507,0.0507,0.0507,4.6833,18.6626
2011-04-06,,0,0,0,0,0,0,2.6408,0.563,0.08,0.08,0.563,0.08,0.08,0.0507,0.0507,0.0507,3.6763,6.3679
2011-04-07,,0,0,0,0,0,0,1.4468,0.452,0.092,0.091,0.452,0.092,0.091,0.0507,0.0507,0.0507,5.5279,12.5939
2011-04-08,,0,0,0,0,0,0,10.0983,0.42,0.092,0.092,0.42,0.092,0.092,0.0507,0.0507,0.0507,5.7192,1.5283
2011-04-09,,0,0,0,0,0,0,5.7951,0.359,0.092,0.09,0.359,0.092,0.09,0.0507,0.0507,0.0507,3.4454,10.5621
2011-04-10,,0,0,0,0,0,0,2.7702,0.264,0.092,0.09,0.264,0.092,0.09,0.0507,0.0507,0.0507,2.8054,13.638
2011-04-11,,0,0,0,0,0,0,2.8873,0.176,0.092,0.09,0.176,0.092,0.09,0.0507,0.0507,0.0507,3.2571,12.7101
2011-04-12,,0,0,0,0,0,0,0.8521,0.077,0.089,0.091,0.077,0.089,0.091,0.0507,0.0507,0.0507,3.6775,14.919
2011-04-13,,0,0,0,0,0,0,0.5783,0.063,0.081,0.085,0.063,0.081,0.085,0.0507,0.0507,0.0507,5.2629,15.6353
2011-04-14,,0,0,0,0,0,0,2.1044,0.07,0.079,0.083,0.07,0.079,0.083,0.0507,0.0507,0.0507,3.9313,5.1279
2011-04-15,,0,0,0,0,0,0,0,0.052,0.074,0.08,0.052,0.074,0.08,0.0507,0.0507,0.0507,3.8783,19.7656
2011-04-16,,0,0,0,0,0,0,0.8238,0.06,0.071,0.079,0.06,0.071,0.079,0.0507,0.0507,0.0507,4.1542,10.3556
2011-04-17,,0,0,0,0,0,0,0.1893,0.041,0.066,0.077,0.041,0.066,0.077,0.0507,0.0507,0.0507,6.0658,13.6272
2011-04-18,,0,0,0,0,0,0,0,0.041,0.059,0.073,0.041,0.059,0.073,0.0507,0.0507,0.0507,10.6688,19.3488
2011-04-19,,0,0,0,0,0,0,0,0.041,0.054,0.071,0.041,0.054,0.071,0.0507,0.0507,0.0507,7.2242,21.3988
2011-04-20,,0,0,0,0,0,0,0.7046,0.048,0.054,0.069,0.048,0.054,0.069,0.0507,0.0507,0.0507,3.3408,19.47
2011-04-21,,0,0,0,0,0,0,0.3968,0.052,0.054,0.067,0.052,0.054,0.067,0.0507,0.0507,0.0507,4.3525,16.8863
2011-04-22,,0,0,0,0,0,0,0,0.052,0.054,0.065,0.052,0.054,0.065,0.0507,0.0507,0.0507,8.4117,21.3887
2011-04-23,,0,0,0,0,0,0,0,0.051,0.053,0.063,0.051,0.053,0.063,0.0507,0.0507,0.0507,11.3517,19.7956
2011-04-24,,0,0,0,0,0,0,0.0896,0.052,0.053,0.061,0.052,0.053,0.061,0.0507,0.0507,0.0507,12.0233,19.3002
2011-04-25,,0,0,0,0,0,0,0,0.051,0.053,0.058,0.051,0.053,0.058,0.0507,0.0507,0.0507,13.9642,22.9194
2011-04-26,,0,0,0,0,0,0,0.0598,0.051,0.053,0.057,0.051,0.053,0.057,0.0507,0.0507,0.0507,14.2846,19.0868
2011-04-27,,0,0,0,0,0,0,0.972,0.061,0.053,0.056,0.061,0.053,0.056,0.0507,0.0507,0.0507,14.4929,18.6684
2011-04-28,,0,0,0,0,0,0,1.4119,0.051,0.053,0.055,0.051,0.053,0.055,0.0507,0.0507,0.0507,14.8067,19.2568
2011-04-29,,0,0,0,0,0,0,0.3421,0.054,0.053,0.055,0.054,0.053,0.055,0.0507,0.0507,0.0507,14.4775,19.5392
2011-04-30,,0,0,0,0,0,0,0.6988,0.06,0.053,0.055,0.06,0.053,0.055,0.0507,0.0507,0.0507,13.4475,15.4876
2011-05-01,,0,0,0,0,0,0,0.2317,0.044,0.053,0.055,0.044,0.053,0.055,0.0507,0.0507,0.0507,12.9417,18.1825
2011-05-02,sugar beet/,1,10,10,0,0,0.009,0.1649,0.046,0.052,0.055,0.046,0.052,0.055,0.0507,0.0507,0.0507,15.04,18.2088
2011-05-03,sugar beet/,1,10,10,0,0,0.009,0,0.046,0.052,0.055,0.046,0.052,0.055,0.0507,0.0507,0.0507,16.28,20.8853
2011-05-04,sugar beet/,1,10,10,0,0,0.009,0,0.046,0.052,0.055,0.046,0.052,0.055,0.0507,0.0507,0.0507,17.23,19.9122
2011-05-05,sugar beet/,1,10,10,0,0,0.009,2.3754,0.069,0.052,0.055,0.069,0.052,0.055,0.0507,0.0507,0.0507,18.1896,18.594
2011-05-06,sugar beet/,1,10,10,0,0,0.009,1.9488,0.071,0.056,0.055,0.071,0.056,0.055,0.0507,0.0507,0.0507,17.0658,14.1513
2011-05-07,sugar beet/,1,10,10,0,0,0.009,11.5932,0.075,0.091,0.09,0.075,0.091,0.09,0.0507,0.0507,0.0507,15.4875,3.2128
2011-05-08,sugar beet/,1,10,10,0,0,0.009,0,0.056,0.082,0.085,0.056,0.082,0.085,0.0507,0.0507,0.0507,15.6704,24.2611
2011-05-09,sugar beet/,1,10,10,0,0,0.009,0,0.054,0.078,0.082,0.054,0.078,0.082,0.0507,0.0507,0.0507,15.2825,20.5059
2011-05-10,sugar beet/,1,10,10,0,0,0.009,2.0084,0.074,0.074,0.08,0.074,0.074,0.08,0.0507,0.0507,0.0507,11.3983,5.5273
2011-05-11,sugar beet/,1,10,10,0,0,0.009,0.1596,0.059,0.071,0.079,0.059,0.071,0.079,0.0507,0.0507,0.0507,14.6383,20.177
2011-05-12,sugar beet/,1,10,10,0,0,0.009,0,0.047,0.067,0.077,0.047,0.067,0.077,0.0507,0.0507,0.0507,15.8742,24.7266
2011-05-13,sugar beet/,1,10,10,0,0,0.009,0,0.047,0.064,0.076,0.047,0.064,0.076,0.0507,0.0507,0.0507,16.1504,21.1139
2011-05-14,sugar beet/,1,10,10,0,0,0.009,6.0216,0.089,0.082,0.076,0.089,0.082,0.076,0.0507,0.0507,0.0507,14.9688,18.8376
2011-05-15,sugar beet/,1,10,10,0,0,0.009,3.6773,0.077,0.087,0.087,0.077,0.087,0.087,0.0507,0.0507,0.0507,13.51,18.0878
2011-05-16,sugar beet/,1,10,10,0,0,0.009,0.7038,0.07,0.082,0.085,0.07,0.082,0.085,0.0507,0.0507,0.0507,11.8825,17.7142
2011-05-17,sugar beet/,1,10,10,0,0,0.009,1.0319,0.065,0.078,0.082,0.065,0.078,0.082,0.0507,0.0507,0.0507,14.6063,21.6331
2011-05-18,sugar beet/,1,10,10,0,0,0.009,0,0.047,0.074,0.08,0.047,0.074,0.08,0.0507,0.0507,0.0507,16.7496,24.6255
2011-05-19,sugar beet/,1,10,10,0,0,0.009,0.1504,0.049,0.071,0.078,0.049,0.071,0.078,0.0507,0.0507,0.0507,17.1675,20.1819
2011-05-20,sugar beet/,1,10,10,0,0,0.009,0,0.049,0.067,0.077,0.049,0.067,0.077,0.0507,0.0507,0.0507,17.7888,16.8894
2011-05-21,sugar beet/,1,10,10,0,0,0.009,0,0.049,0.064,0.075,0.049,0.064,0.075,0.0507,0.0507,0.0507,18.9438,21.5104
2011-05-22,sugar beet/,1,10,10,0,0,0.009,1.2209,0.061,0.061,0.074,0.061,0.061,0.074,0.0507,0.0507,0.0507,19.8829,20.6968
2011-05-23,sugar beet/,1,10,10,0,0,0.009,0.1127,0.046,0.057,0.072,0.046,0.057,0.072,0.0507,0.0507,0.0507,20.6433,23.2176
2011-05-24,sugar beet/,1,10,10,0,0,0.009,1.0139,0.056,0.055,0.07,0.056,0.055,0.07,0.0507,0.0507,0.0507,19.4738,22.4504
2011-05-25,sugar beet/,1,10,10,0,0,0.009,2.0719,0.072,0.055,0.069,0.072,0.055,0.069,0.0507,0.0507,0.0507,17.7546,26.7557
2011-05-26,sugar beet/,1,10,10,0,0,0.009,1.6744,0.066,0.058,0.067,0.066,0.058,0.067,0.0507,0.0507,0.0507,14.2229,24.3689
2011-05-27,sugar beet/,1,10,10,0,0,0.009,0,0.047,0.055,0.065,0.047,0.055,0.065,0.0507,0.0507,0.0507,14.1233,26.0881
2011-05-28,sugar beet/,1,10,10,0,0,0.009,0,0.047,0.055,0.063,0.047,0.055,0.063,0.0507,0.0507,0.0507,17.4733,27.3966
2011-05-29,sugar beet/,1,10,10,0,0,0.009,0,0.047,0.055,0.062,0.047,0.055,0.062,0.0507,0.0507,0.0507,19.6863,27.3818
2011-05-30,sugar beet/,1,10,10,0,0,0.009,0,0.047,0.055,0.06,0.047,0.055,0.06,0.0507,0.0507,0.0507,21.2046,27.4228
2011-05-31,sugar beet/,1,10,10,0,0,0.009,0,0.047,0.055,0.058,0.047,0.055,0.058,0.0507,0.0507,0.0507,22.0013,26.5702
2011-06-01,sugar beet/,1,10,10,0,0,0.009,0,0.047,0.054,0.057,0.047,0.054,0.057,0.0507,0.0507,0.0507,22.1925,26.2727
2011-06-02,sugar beet/,1,10,10,0,0,0.009,0,0.047,0.054,0.056,0.047,0.054,0.056,0.0507,0.0507,0.0507,20.8504,27.8206
2011-06-03,sugar beet/,1,10,10,0,0,0.009,0,0.047,0.054,0.056,0.047,0.054,0.056,0.0507,0.0507,0.0507,21.1963,23.6485
2011-06-04,sugar beet/,1,10,10,0,0,0.009,0,0.047,0.054,0.055,0.047,0.054,0.055,0.0507,0.0507,0.0507,17.9579,27.1823
2011-06-05,sugar beet/,1,10,10,0,0,0.009,0,0.047,0.054,0.055,0.047,0.054,0.055,0.0507,0.0507,0.0507,18.7279,28.0024
2011-06-06,sugar beet/,1,10,10,0,0,0.009,0,0.047,0.053,0.055,0.047,0.053,0.055,0.0507,0.0507,0.0507,20.2296,27.0611
2011-06-07,sugar beet/,1,10,10,0,0,0.009,0,0.047,0.053,0.055,0.047,0.053,0.055,0.0507,0.0507,0.0507,17.8721,28.5387
2011-06-08,sugar beet/,1,10,10,0,0,0.009,0,0.047,0.053,0.055,0.047,0.053,0.055,0.0507,0.0507,0.0507,17.7646,27.967
2011-06-09,sugar beet/,1,10,10,0,0,0.009,0,0.047,0.053,0.055,0.047,0.053,0.055,0.0507,0.0507,0.0507,17.8396,19.6216
2011-06-10,sugar beet/,1,10,10,0,0,0.009,5.0237,0.088,0.063,0.055,0.088,0.063,0.055,0.0507,0.0507,0.0507,17.3004,20.0717
2011-06-11,sugar beet/,1,10,10,0,0,0.009,2.8332,0.072,0.082,0.059,0.072,0.082,0.059,0.0507,0.0507,0.0507,19.0904,21.6779
2011-06-12,sugar beet/,1,10,10,0,0,0.009,2.1273,0.068,0.081,0.061,0.068,0.081,0.061,0.0507,0.0507,0.0507,19.8171,20.5265
2011-06-13,sugar beet/,1,10,10,0,0,0.009,0,0.051,0.077,0.061,0.051,0.077,0.061,0.0507,0.0507,0.0507,18.8967,24.7197
2011-06-14,sugar beet/,1,10,10,0,0,0.009,5.9521,0.089,0.087,0.071,0.089,0.087,0.071,0.0507,0.0507,0.0507,18.9642,19.421
2011-06-15,sugar beet/,1,10,10,0,0,0.009,0.6373,0.067,0.083,0.079,0.067,0.083,0.079,0.0507,0.0507,0.0507,19.7967,24.3928
2011-06-16,sugar beet/,1,10,10,0,0,0.009,2.0849,0.067,0.08,0.079,0.067,0.08,0.079,0.0507,0.0507,0.0507,19.4633,21.2206
2011-06-17,sugar beet/,1,10,10,0,0,0.009,0.1391,0.049,0.075,0.077,0.049,0.075,0.077,0.0507,0.0507,0.0507,19.4175,23.6741
2011-06-18,sugar beet/,1,10,10,0,0,0.009,0,0.049,0.071,0.075,0.049,0.071,0.075,0.0507,0.0507,0.0507,20.0992,24.5276
2011-06-19,sugar beet/,1,10,10,0,0,0.009,1.4172,0.063,0.066,0.073,0.063,0.066,0.073,0.0507,0.0507,0.0507,23.6333,24.2914
2011-06-20,sugar beet/,1,10,10,0,0,0.009,1.1354,0.052,0.061,0.071,0.052,0.061,0.071,0.0507,0.0507,0.0507,23.0525,21.8756
2011-06-21,sugar beet/,1,10,10,0,0,0.009,1.8072,0.07,0.06,0.069,0.07,0.06,0.069,0.0507,0.0507,0.0507,18.1371,20.4037
2011-06-22,sugar beet/,1,10,10,0,0,0.009,3.6944,0.066,0.073,0.069,0.066,0.073,0.069,0.0507,0.0507,0.0507,18.0654,21.6554
2011-06-23,sugar beet/,1,10,10,0,0,0.009,0,0.042,0.068,0.066,0.042,0.068,0.066,0.0507,0.0507,0.0507,19.4542,25.0278
2011-06-24,sugar beet/,1,10,10,0,0,0.009,0.0504,0.042,0.064,0.065,0.042,0.064,0.065,0.0507,0.0507,0.0507,20.6112,18.4401
2011-06-25,sugar beet/,1,10,10,0,0,0.009,6.9394,0.09,0.084,0.067,0.09,0.084,0.067,0.0507,0.0507,0.0507,21.8917,16.7551
2011-06-26,sugar beet/,1,10,10,0,0,0.009,7.5619,0.074,0.088,0.089,0.074,0.088,0.089,0.0507,0.0507,0.0507,21.6904,18.6031
2011-06-27,sugar beet/,1,10,10,0,0,0.009,7.9722,0.073,0.087,0.09,0.073,0.087,0.09,0.0507,0.0507,0.0507,20.4767,16.5193
2011-06-28,sugar beet/,1,10,10,0,0,0.009,8.215,0.078,0.088,0.09,0.078,0.088,0.09,0.0507,0.0507,0.0507,17.9813,9.2189
