out_SOC2.581767578125_PV0.5904931640625_pH5.456884765625_CN11.444189453125.csv
out_SOC2.58353515625_PV0.623056640625_pH6.00830078125_CN11.82724609375.csv
1,sugar beet/,25196.5,2011-05-02,2011-11-01
2,barley/spring barley,1810.8,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,22208.9,2014-04-20,2014-10-10
5,soybean/000,210.1,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9816.2,2017-05-20,2017-09-15
out_SOC2.585302734375_PV0.5515283203125_pH5.155908203125_CN11.630224609375.csv
1,sugar beet/,25171.1,2011-05-02,2011-11-01
2,barley/spring barley,1663.2,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,20720.1,2014-04-20,2014-10-10
5,soybean/000,207.5,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9814.1,2017-05-20,2017-09-15
out_SOC2.585302734375_PV0.5515283203125_pH5.629833984375_CN11.630224609375.csv
1,sugar beet/,25171.1,2011-05-02,2011-11-01
2,barley/spring barley,1663.2,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,20720.1,2014-04-20,2014-10-10
5,soybean/000,207.5,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9814.1,2017-05-20,2017-09-15
out_SOC2.585302734375_PV0.5515283203125_pH5.629833984375_CN11.781103515625.csv
1,sugar beet/,25171.1,2011-05-02,2011-11-01
2,barley/spring barley,1663.2,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,20720.1,2014-04-20,2014-10-10
5,soybean/000,207.5,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9814.1,2017-05-20,2017-09-15
out_SOC2.585302734375_PV0.5658154296875_pH5.385009765625_CN12.205908203125.csv
1,sugar beet/,25174,2011-05-02,2011-11-01
2,barley/spring barley,1717.6,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,21015.2,2014-04-20,2014-10-10
5,soybean/000,207.3,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9816.1,2017-05-20,2017-09-15
out_SOC2.585302734375_PV0.5658154296875_pH5.831982421875_CN11.469091796875.csv
1,sugar beet/,25174,2011-05-02,2011-11-01
2,barley/spring barley,1717.6,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,21015.2,2014-04-20,2014-10-10
5,soybean/000,207.5,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9816.1,2017-05-20,2017-09-15
out_SOC2.585302734375_PV0.6398486328125_pH5.385009765625_CN11.469091796875.csv
1,sugar beet/,25209.6,2011-05-02,2011-11-01
2,barley/spring barley,1810.9,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,22593.3,2014-04-20,2014-10-10
5,soybean/000,212.1,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9816.3,2017-05-20,2017-09-15
out_SOC2.585302734375_PV0.6398486328125_pH5.831982421875_CN11.469091796875.csv
1,sugar beet/,25209.6,2011-05-02,2011-11-01
2,barley/spring barley,1810.9,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,22593.3,2014-04-20,2014-10-10
5,soybean/000,212,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9816.3,2017-05-20,2017-09-15
out_SOC2.585302734375_PV0.6398486328125_pH5.831982421875_CN12.205908203125.csv
1,sugar beet/,25209.6,2011-05-02,2011-11-01
2,barley/spring barley,1810.9,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,22593.3,2014-04-20,2014-10-10
5,soybean/000,211.8,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9816.3,2017-05-20,2017-09-15
out_SOC2.585302734375_PV0.6404052734375001_pH5.155908203125_CN11.781103515625.csv
1,sugar beet/,25209.9,2011-05-02,2011-11-01
2,barley/spring barley,1810.9,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,22606.8,2014-04-20,2014-10-10
5,soybean/000,212,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9816.3,2017-05-20,2017-09-15
out_SOC2.585302734375_PV0.6404052734375001_pH5.629833984375_CN11.630224609375.csv
1,sugar beet/,25209.9,2011-05-02,2011-11-01
2,barley/spring barley,1810.9,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,22606.8,2014-04-20,2014-10-10
5,soybean/000,212.1,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9816.3,2017-05-20,2017-09-15
out_SOC2.5888378906250002_PV0.5025439453125_pH5.683740234375_CN12.227880859375.csv
1,sugar beet/,25142,2011-05-02,2011-11-01
2,barley/spring barley,1443.2,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,19949.1,2014-04-20,2014-10-10
5,soybean/000,206.7,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9725.4,2017-05-20,2017-09-15
out_SOC2.5888378906250002_PV0.5025439453125_pH5.748876953125_CN11.792822265625.csv
1,sugar beet/,25142,2011-05-02,2011-11-01
2,barley/spring barley,1443.2,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,19949.1,2014-04-20,2014-10-10
5,soybean/000,206.8,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9725.4,2017-05-20,2017-09-15
out_SOC2.5888378906250002_PV0.5038427734375_pH5.811767578125_CN11.641943359375.csv
1,sugar beet/,25142.1,2011-05-02,2011-11-01
2,barley/spring barley,1449,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,19967.6,2014-04-20,2014-10-10
5,soybean/000,206.8,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9728.1,2017-05-20,2017-09-15
out_SOC2.5888378906250002_PV0.5038427734375_pH5.811767578125_CN11.658056640625.csv
1,sugar beet/,25142.1,2011-05-02,2011-11-01
2,barley/spring barley,1449,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,19967.6,2014-04-20,2014-10-10
5,soybean/000,206.8,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9728.1,2017-05-20,2017-09-15
out_SOC2.5888378906250002_PV0.5038427734375_pH6.043115234375_CN11.658056640625.csv
1,sugar beet/,25142.1,2011-05-02,2011-11-01
2,barley/spring barley,1449,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,19967.6,2014-04-20,2014-10-10
5,soybean/000,206.8,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9728.1,2017-05-20,2017-09-15
out_SOC2.5888378906250002_PV0.5340869140625_pH5.811767578125_CN11.658056640625.csv
1,sugar beet/,25165.3,2011-05-02,2011-11-01
2,barley/spring barley,1580.2,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,20419.5,2014-04-20,2014-10-10
5,soybean/000,207.2,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9800.7,2017-05-20,2017-09-15
out_SOC2.5888378906250002_PV0.5340869140625_pH6.043115234375_CN11.641943359375.csv
1,sugar beet/,25165.3,2011-05-02,2011-11-01
2,barley/spring barley,1580.2,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,20419.5,2014-04-20,2014-10-10
5,soybean/000,207.2,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9800.7,2017-05-20,2017-09-15
out_SOC2.5888378906250002_PV0.5647021484375_pH5.683740234375_CN11.792822265625.csv
1,sugar beet/,25173.8,2011-05-02,2011-11-01
2,barley/spring barley,1713.8,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,20994.3,2014-04-20,2014-10-10
5,soybean/000,207.4,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9816.1,2017-05-20,2017-09-15
out_SOC2.5888378906250002_PV0.5647021484375_pH5.748876953125_CN11.792822265625.csv
1,sugar beet/,25173.8,2011-05-02,2011-11-01
2,barley/spring barley,1713.8,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,20994.3,2014-04-20,2014-10-10
5,soybean/000,207.4,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9816.1,2017-05-20,2017-09-15
out_SOC2.5888378906250002_PV0.5647021484375_pH5.748876953125_CN12.227880859375.csv
1,sugar beet/,25173.8,2011-05-02,2011-11-01
2,barley/spring barley,1713.8,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,20994.3,2014-04-20,2014-10-10
5,soybean/000,207.3,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9816.1,2017-05-20,2017-09-15
out_SOC2.592373046875_PV0.4813916015625_pH6.123974609375_CN11.675634765625.csv
1,sugar beet/,25140.3,2011-05-02,2011-11-01
2,barley/spring barley,1315.8,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,19590.5,2014-04-20,2014-10-10
5,soybean/000,206.8,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9499.8,2017-05-20,2017-09-15
out_SOC2.592373046875_PV0.4813916015625_pH6.123974609375_CN11.870458984375.csv
1,sugar beet/,25140.3,2011-05-02,2011-11-01
2,barley/spring barley,1315.8,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,19590.5,2014-04-20,2014-10-10
5,soybean/000,206.8,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9499.8,2017-05-20,2017-09-15
out_SOC2.592373046875_PV0.4813916015625_pH6.485595703125_CN11.870458984375.csv
1,sugar beet/,25140.3,2011-05-02,2011-11-01
2,barley/spring barley,1315.8,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,19590.5,2014-04-20,2014-10-10
5,soybean/000,206.7,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9499.8,2017-05-20,2017-09-15
out_SOC2.592373046875_PV0.5220263671875_pH4.834716796875_CN11.861669921875.csv
1,sugar beet/,25157.5,2011-05-02,2011-11-01
2,barley/spring barley,1527.8,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,20258.5,2014-04-20,2014-10-10
5,soybean/000,207.1,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9786.2,2017-05-20,2017-09-15
out_SOC2.592373046875_PV0.5220263671875_pH5.780322265625_CN12.217626953125.csv
1,sugar beet/,25157.5,2011-05-02,2011-11-01
2,barley/spring barley,1527.8,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,20258.5,2014-04-20,2014-10-10
5,soybean/000,207.1,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9786.2,2017-05-20,2017-09-15
out_SOC2.592373046875_PV0.6468994140625001_pH4.834716796875_CN11.861669921875.csv
1,sugar beet/,25213.2,2011-05-02,2011-11-01
2,barley/spring barley,1810.8,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,22751.2,2014-04-20,2014-10-10
5,soybean/000,212.1,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9816.2,2017-05-20,2017-09-15
out_SOC2.592373046875_PV0.6468994140625001_pH4.834716796875_CN12.217626953125.csv
1,sugar beet/,25213.2,2011-05-02,2011-11-01
2,barley/spring barley,1810.8,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,22751.2,2014-04-20,2014-10-10
5,soybean/000,212.1,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9816.2,2017-05-20,2017-09-15
out_SOC2.592373046875_PV0.6468994140625001_pH5.780322265625_CN11.861669921875.csv
1,sugar beet/,25213.2,2011-05-02,2011-11-01
2,barley/spring barley,1810.8,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,22751.2,2014-04-20,2014-10-10
5,soybean/000,212.1,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9816.2,2017-05-20,2017-09-15
out_SOC2.592373046875_PV0.6648974609375_pH6.123974609375_CN11.870458984375.csv
1,sugar beet/,25220.3,2011-05-02,2011-11-01
2,barley/spring barley,1810.9,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,23110.8,2014-04-20,2014-10-10
5,soybean/000,213.7,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9816.2,2017-05-20,2017-09-15
out_SOC2.592373046875_PV0.6648974609375_pH6.485595703125_CN11.675634765625.csv
1,sugar beet/,25220.3,2011-05-02,2011-11-01
2,barley/spring barley,1810.9,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,23110.8,2014-04-20,2014-10-10
5,soybean/000,213.7,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9816.2,2017-05-20,2017-09-15
out_SOC2.595908203125_PV0.5242529296875_pH6.101513671875_CN11.028173828125.csv
1,sugar beet/,25158.9,2011-05-02,2011-11-01
2,barley/spring barley,1538,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,20286.6,2014-04-20,2014-10-10
5,soybean/000,207.4,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9789.9,2017-05-20,2017-09-15
out_SOC2.595908203125_PV0.5242529296875_pH6.687744140625_CN11.028173828125.csv
1,sugar beet/,25158.9,2011-05-02,2011-11-01
2,barley/spring barley,1538,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,20286.6,2014-04-20,2014-10-10
5,soybean/000,207.2,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9789.9,2017-05-20,2017-09-15
out_SOC2.595908203125_PV0.5242529296875_pH6.687744140625_CN11.832373046875.csv
1,sugar beet/,25158.9,2011-05-02,2011-11-01
2,barley/spring barley,1538,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,20286.6,2014-04-20,2014-10-10
5,soybean/000,207,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9789.9,2017-05-20,2017-09-15
out_SOC2.595908203125_PV0.5418798828125_pH4.989697265625_CN12.088720703125.csv
1,sugar beet/,25168.6,2011-05-02,2011-11-01
2,barley/spring barley,1616.2,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,20540.4,2014-04-20,2014-10-10
5,soybean/000,207.2,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9808.3,2017-05-20,2017-09-15
out_SOC2.595908203125_PV0.5418798828125_pH6.8741699218750005_CN11.117529296875.csv
1,sugar beet/,25168.6,2011-05-02,2011-11-01
2,barley/spring barley,1616.2,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,20540.4,2014-04-20,2014-10-10
5,soybean/000,207,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9808.3,2017-05-20,2017-09-15
out_SOC2.595908203125_PV0.5509716796875_pH4.989697265625_CN11.117529296875.csv
1,sugar beet/,25171,2011-05-02,2011-11-01
2,barley/spring barley,1660.8,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,20709,2014-04-20,2014-10-10
5,soybean/000,207.5,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9813.6,2017-05-20,2017-09-15
out_SOC2.595908203125_PV0.5509716796875_pH4.989697265625_CN12.088720703125.csv
1,sugar beet/,25171,2011-05-02,2011-11-01
2,barley/spring barley,1660.8,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,20709,2014-04-20,2014-10-10
5,soybean/000,207.4,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9813.6,2017-05-20,2017-09-15
out_SOC2.595908203125_PV0.5509716796875_pH6.8741699218750005_CN12.088720703125.csv
1,sugar beet/,25171,2011-05-02,2011-11-01
2,barley/spring barley,1660.8,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,20709,2014-04-20,2014-10-10
5,soybean/000,207.1,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9813.6,2017-05-20,2017-09-15
out_SOC2.595908203125_PV0.5570947265625_pH6.101513671875_CN11.832373046875.csv
1,sugar beet/,25172.4,2011-05-02,2011-11-01
2,barley/spring barley,1686,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,20824.1,2014-04-20,2014-10-10
5,soybean/000,207.4,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9816,2017-05-20,2017-09-15
out_SOC2.595908203125_PV0.5570947265625_pH6.687744140625_CN11.028173828125.csv
1,sugar beet/,25172.4,2011-05-02,2011-11-01
2,barley/spring barley,1686,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,20824.1,2014-04-20,2014-10-10
5,soybean/000,207.4,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9816,2017-05-20,2017-09-15
out_SOC2.599443359375_PV0.5060693359375_pH6.249755859375_CN12.304052734375.csv
1,sugar beet/,25144.2,2011-05-02,2011-11-01
2,barley/spring barley,1458.7,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,20017,2014-04-20,2014-10-10
5,soybean/000,206.7,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9734.4,2017-05-20,2017-09-15
out_SOC2.599443359375_PV0.5060693359375_pH6.602392578125_CN11.997900390625.csv
1,sugar beet/,25144.2,2011-05-02,2011-11-01
2,barley/spring barley,1458.7,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,20017,2014-04-20,2014-10-10
5,soybean/000,206.7,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9734.4,2017-05-20,2017-09-15
out_SOC2.599443359375_PV0.5982861328125_pH6.249755859375_CN11.997900390625.csv
1,sugar beet/,25178.8,2011-05-02,2011-11-01
2,barley/spring barley,1798.4,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,21713.6,2014-04-20,2014-10-10
5,soybean/000,208.3,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9816,2017-05-20,2017-09-15
out_SOC2.599443359375_PV0.5982861328125_pH6.249755859375_CN12.304052734375.csv
1,sugar beet/,25178.8,2011-05-02,2011-11-01
2,barley/spring barley,1798.4,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,21713.6,2014-04-20,2014-10-10
5,soybean/000,208.4,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9816,2017-05-20,2017-09-15
out_SOC2.599443359375_PV0.5982861328125_pH6.602392578125_CN12.304052734375.csv
1,sugar beet/,25178.8,2011-05-02,2011-11-01
2,barley/spring barley,1798.4,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,21713.6,2014-04-20,2014-10-10
5,soybean/000,208.1,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9816,2017-05-20,2017-09-15
out_SOC2.6029785156250003_PV0.6135009765625_pH5.207568359375_CN11.389990234375.csv
1,sugar beet/,25187.5,2011-05-02,2011-11-01
2,barley/spring barley,1820.7,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,21989.4,2014-04-20,2014-10-10
5,soybean/000,208.5,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9816,2017-05-20,2017-09-15
out_SOC2.6029785156250003_PV0.6135009765625_pH5.2098144531249995_CN11.007666015625.csv
1,sugar beet/,25187.5,2011-05-02,2011-11-01
2,barley/spring barley,1820.7,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,21989.4,2014-04-20,2014-10-10
5,soybean/000,208.6,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9816,2017-05-20,2017-09-15
out_SOC2.6029785156250003_PV0.6456005859375_pH5.207568359375_CN11.007666015625.csv
1,sugar beet/,25212.7,2011-05-02,2011-11-01
2,barley/spring barley,1810.7,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,22722.7,2014-04-20,2014-10-10
5,soybean/000,212.3,2015-04-15,2015-09-10
6,wheat/winter wheat,0,2015-09-25,2016-05-04
7,sugar beet/,9816.1,2017-05-20,2017-09-15
out_SOC2.6029785156250003_PV0.6456005859375_pH5.2098144531249995_CN11.007666015625.csv
1,sugar beet/,25212.7,2011-05-02,2011-11-01
2,barley/spring barley,1810.7,2012-05-02,2012-09-01
3,wheat/winter wheat,0,2013-09-09,2014-04-13
4,sugar beet/,22722.7,2014-04-20,2014-10-10
5,soybean/000,212.3,2015-04-15,2015-09-10
